id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
1363120,IGREJA EVANGELICA ASSEMBLEIA DE DEUS NOVO TEMPO MINISTERIO DE PARANAVAI,ESCRITORIOGEHRING3@HOTMAIL.COM,AVENIDA ROOSEVELT,44 91336133,Organização Religiosa,Ativas
1363191,OXYGEN CHURCH PARANAGUA,EQUIPE@RARMCONTABILIDADE.COM.BR,AVENIDA BENTO MUNHOZ DA ROCHA NETO,41 35421827,Organização Religiosa,Inaptas
1363225,"ASSOCIACAO DOS PEQUENOS   AGRICULTORES DE LINHA GUARAIPO, TIRADENTES, FAZENDA VELHA E NOSSA SENHORA DO CARMO",ESCRITORIO_RAGNINI2@HOTMAIL.COM,COMUNIDADE LINHA GUARAIPO,46 99129297,Associação Privada,Ativas
1363195,APA ASSOCIACAO DE PROTETORES DOS ANIMAIS,ORLANDOCONTABILIDADE@HOTMAIL.COM,TRAVESSA PINHEIRO DO PARANA,42 32736034,Associação Privada,Ativas
1363157,ASSOCIACAO DOS MORADORES DOS LOTEAMENTOS BELMONTE E JARDIM MANTOVANI,CORRETORLUIZCLEITE@GMAIL.COM,RUA ALTEMAR DUTRA LESTE,45 99990666,Associação Privada,Ativas
1363229,ASSOCIACAO DOS MORADORES E PROPRIETARIOS DE LOTES DO RESIDENCIAL SAN BRAZILLE,PRISCILADOSSANTOSANDRADE331@GMAIL.COM,RUA EDUARDO JARNICKI,41 95251751,Associação Privada,Ativas
1363446,CENTRO DE TREINAMENTO ARTIGAS,MNARTIGAS@HOTMAIL.COM,"AVENIDA VEREADOR DOMINGOS BENVENUTO MOLETTA, CASA  A",41 92250357,Associação Privada,Ativas
1363326,ASSOCIACAO DE AGRICULTORES SETE DE SETEMBRO,LUICONT_3@HOTMAIL.COM,FAZENDA LINHA SETE DE SETEMBRO,46 35501448,Associação Privada,Ativas
1363415,ASSOCIACAO MASTER SAUDE,CONTABIL@CONTABILIDADEPRECISAO.COM.BR,"AVENIDA JACOB MACANHAN, SALA  SALA 19",41 36683641,Associação Privada,Ativas
1363680,TERREIRO DE UMBANDA PAI BARNABE DE ANGOLA,PAIBARABE7@GMAIL.COM,RUA PADRE CARLOS NITZKO,45 98461181,Associação Privada,Ativas
1363512,ASSOCIACAO DE PRODUTORES RURAIS DE MANGUEIRINHA,LIDER_CONTABILIDADE@OUTLOOK.COM,ESTRADA PRINCIPAL,46 91051410,Associação Privada,Ativas
1363673,IGREJA BATISTA RENOVADA DE FLORESTA,JMCONTABILIDADE2@YAHOO.COM.BR,RUA PIONEIRO DAVID PAVAN,44 32361422,Organização Religiosa,Ativas
1363684,ASSOCIACAO DE SUINOCULTORES DE SUB SEDE SAO FRANCISCO - ASUSSF,ODAIRMARASKIM@GMAIL.COM,RUA SAO PAULO,45 88011590,Associação Privada,Ativas
1363761,ASSOCIACAO MARINGA MISSAO,COM.FINANCEIRO@ARQUIDIOCESEDEMARINGA.COM,AVENIDA TIRADENTES,44 32271706,Associação Privada,Ativas
1363774,CLUBE ORNITOLOGICO DE CAMPO MOURAO COCAM,ASSESSORIACONTABILNERY@HOTMAIL.COM,RUA JOSE TEODORO DE OLIVEIRA,44 98543350,Associação Privada,Ativas
1363816,INSTITUTO O MAGO,CONTATO.CZASSA@GMAIL.COM,"RUA RODOLPHO SENFF JUNIOR, APT   23                  ANDAR 01                  BLOCO MARLONI ED",41 96016345,Associação Privada,Ativas
1363747,IGREJA PENTECOSTAL CURA E LIBERTACAO PELO PODER DE DEUS,FIEBMUNICIPALDECURITIBA@GMAIL.COM,RUA ESTANISLAU DONAISKY,41 92394010,Organização Religiosa,Suspensas
1363848,ASSOCIACAO TODOS JUNTOS PELO TRICOLOR,TODOSJUNTOSPELOTRICOLOR@GMAIL.COM,RUA COMENDADOR JACQUES VAN ERVEN,41 85167444,Associação Privada,Ativas
1363886,ASSOCIACAO DE COMPOSSUIDORES DOS PNR ACPNR DE OFICIAIS DO 30 BI MEC,TENJULIANO@HOTMAIL.COM,RUA CORONEL LUIZ JOSE DOS SANTOS,43 99332216,Associação Privada,Ativas
1363951,ASSOCIACAO DAS ESTRELAS DO BAIXA RENDA,PRZYBISZ.MIGUEL@HOTMAIL.COM,"RUA JOAO ANTONIO FREITAS, SALA  01",42 99910485,Associação Privada,Ativas
1364035,TATICO CLUBE DE TIRO,ATENDIMENTO1@ESCRITORIOCONTASUL.COM.BR,"SITIO PARTE SUDOESTE DOS LOTES RURAIS 15, 16 E 17 - A-B-C, GL. 10-, SALA  03",45 32431596,Associação Privada,Ativas
1364332,ACADEMIA BRASILEIRA ROTARIA DE LETRAS SECAO DO ESTADO DO PARANA ABROL PARANA,ABROLPR@GMAIL.COM,RUA CORONEL ADYR GUIMARAES,41 91717272,Associação Privada,Ativas
1364047,ASSOCIACAO CIVIL SEM FINS ECONOMICOS DOS CESSIONARIOS DO EMPREENDIMENTO MY MABU,ANDRESSA@GAZOLLA.ADV.BR,"AVENIDA RUI BARBOSA, SALA  1",41 92436300,Associação Privada,Ativas
1364141,IGREJA MISSIONARIA A PALAVRA QUE RESTITUI E LIBERTA,ESCRITORIOMOLINA@GMAIL.COM,RUA MARIQUITA,43 96439915,Organização Religiosa,Ativas
1364233,EVOLVE - EMPRESA JUNIOR,BRUNO@PRAMIO.COM.BR,AVENIDA GENERAL CARLOS CAVALCANTI,42 99251333,Associação Privada,Inaptas
1364529,ASSOCIACAO DOS EMPRESARIOS DO PARQUE INDUSTRIAL DOMINGOS SOARES FILHO,AEPIDSF2021@GMAIL.COM,"RUA ARLETE CASSAROTI MARTINS, QUADRA01                  LOTE  01",43 35232524,Associação Privada,Ativas
1364429,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DO BRASIL EM CURIUVA - PR,FLAVIO@FONTOURACONTABILIDADE.COM.BR,RUA DOMINGOS BONIN,41 98093423,Organização Religiosa,Inaptas
1364368,ASSOCIACAO DAS CHACARAS ENTRE AMIGOS - ACEAM,HUMBERTOJHENRIQUE@GMAIL.COM,"ESTRADA VELHA PARA MARINGA, LOTE 211/G-H/C-4",44 30288819,Associação Privada,Ativas
1364681,CENTRO XAMANICO UNIVERSALISTA ARCTUDAIME,ADV.ABELLOPES@GMAIL.COM,RUA MILTON DA COSTA,45 30255400,Associação Privada,Ativas
1364690,PROJETO VINDE A MIM OS PEQUENINOS,INFOTECH.FISCAL@GMAIL.COM,"RUA RUA EXPEDICIONARIO PEDRO PAULIN, TERREOTERREO",41 97782904,Associação Privada,Ativas
1364593,FEDERACAO DE FUTEBOL DE BOTAO DO PARANA - FFPR,PRANDOPEDRO7@GMAIL.COM,RUA BRIGADEIRO FRANCO,43 99956901,Associação Privada,Ativas
1364611,ASSOCIACAO DOS MUSICOS DE MARINGA - MUSINGA,EXPEDIENTE@G3CONTABIL.COM.BR,RUA MAGNOLIA,44 99999999,Associação Privada,Ativas
1364738,ADMINISTRACAO DE COMPOSSUIDORES DOS PNR DE SUBTENENTES E SARGENTOS DO 30 BI MEC,ADEMIR_DINIZ@HOTMAIL.COM,RUA JOSE ALVES DE PAULA FILHO,43 91652220,Associação Privada,Ativas
1364704,ASSOCIACAO MARMITA DO BEM LONDRINA,CONTABIL2@RODRIGUESEMPRESARIAL.COM.BR,"RUA JOAO WYCLIF, SALA  512",43 33333333,Associação Privada,Ativas
1364911,ASSOCIACAO DOS AGRICULTORES ARCO IRIS,CONCEITOCONTABILIDADE02@HOTMAIL.COM,COMUNIDADE VILA SALETE,46 99313615,Associação Privada,Ativas
1364752,INSTITUTO ENTRE RIOS DE SAUDE E BEM ESTAR,AGRARIA@AGRARIA.COM.BR,"AVENIDA MICHAEL MOOR, EDIF  PREDIO 2",42 36258000,Associação Privada,Ativas
1364973,FORCETECH JR. SOLUCOES,FORCETECH.JR@GMAIL.COM,"AVENIDA PAULA FREITAS, BLOCO I ADMINISTRATIVO",42 84080007,Associação Privada,Ativas
1364840,ASSOCIACAO DE TIRO DE LACO COMUNIDADE NOSSA SENHORA DE FATIMA,ITATIBACLAUDIA@HOTMAIL.COM,ESTRADA ASSENTAMENTO 16 DE MAIO,45 98199519,Associação Privada,Ativas
1364859,ASSOCIACAO DOS MORADORES DO BAIRRO JARDIM DAS FLORES,ADRIANOMARTINSGARCIA7@GMAIL.COM,RUA DOS JASMINS,44 88595100,Associação Privada,Inaptas
1365209,ASSOCIACAO DA AGUA DO PORTO VELHO - ITAPEJARA D OESTE - PR,SINTRAF.ITAPEJARA@HOTMAIL.COM,"COMUNIDADE SAO ROQUE, PAVLH DA COMUNIDADE",46 99235911,Associação Privada,Ativas
1365243,ASSOCIACAO MOTOCIATA PARANA,JFMOLEDA@GMAIL.COM,"RUA MARECHAL DEODORO DA FONSECA, APT   2",41 99770213,Associação Privada,Ativas
1365272,TRIBO DE NAFTALI,TRIBODENAFTALI@DOZETRIBOS.COM.BR,"RODOVIA BR-277, KM    107.5               CXPST 1056",41 84340533,Organização Religiosa,Ativas
1365156,ASSOCIACAO ATLETICA ACADEMICA MORCEGAO ISEPE RONDON AAAMIR,ATLETICAMORCEGAO@GMAIL.COM,RUA SETE DE SETEMBRO,45 99982657,Associação Privada,Ativas
1365313,"INSTITUTO TIKUN-PROMOCAO, REPARACAO E RESTITUICAO DE CIDADANIA",CLAUDIORUBIN2005@YAHOO.COM.BR,"AVENIDA REPUBLICA ARGENTINA, CONJ  412                 ANDAR 04                  COND  VEGA WORK   LIFE ED BLOCO VEGA TORRE TO WORK E",41 98007935,Associação Privada,Ativas
1365428,IGREJA EVANGELICA ASSEMBLEIA DE DEUS VIVER EM CRISTO,LEGALIZACAO@CONTASSEM.COM.BR,TRAVESSA MARILUZ JARDIM PARANA,45 99023238,Organização Religiosa,Ativas
1365345,FUNDACAO COPEL DE PREVIDENCIA E ASSISTENCIA SOCIAL,CONTABILIDADE@FCOPEL.ORG.BR,RUA PAES LEME,41 38836000,Fundação Privada,Ativas
1365419,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MISSAO SANTO ANTONIO DO SUDOESTE - IEAD-SAS - SAS,AGUINALDOHELLO@HOTMAIL.COM,RUA RUA JOAO MARIA CORREA,46 99414309,Organização Religiosa,Inaptas
1365513,ASSOCIACAO DE MALHA TROVAO AZUL DE SARANDI,SEUMARIO2008@HOTMAIL.COM,AVENIDA MORANGUEIRA,44 91853857,Associação Privada,Inaptas
1365590,CASA DE ORACAO UNGIDA POR DEUS,VIVI.STI@HOTMAIL.COM,RUA RIO GRANDE DO SUL,45 99715311,Organização Religiosa,Ativas
1365604,ARAUCARIA TENIS CLUBE PITANGA,JOAOADILSONLIMA@HOTMAIL.COM,PROLONGAMENTO DA AVENIDA BRASIL,42 88242985,Associação Privada,Ativas
1365727,ASSOCIACAO DOS PROPRIETARIOS E MORADORES DO BALNEARIO CARMERY,GILSONVK@YAHOO.COM.BR,AVENIDA DEPUTADO ANIBAL KHURY,41 92235552,Associação Privada,Ativas
1365778,ASSOCIACAO DAS CATADORAS E CATADORES DE MATERIAIS RECICLAVEIS UNIDOS VENCEREMOS,REJANE@RPCONTABIL.COM.BR,RUA ANGELO FERRO,41 33454995,Associação Privada,Ativas
1365909,IGREJA CRISTA REINO E FAMILIA,FISCAL@GSTASSESSORIA.COM.BR,RUA DOS JASMINS,41 30828052,Organização Religiosa,Inaptas
1365665,INSTITUTO BUKO KAESEMODEL,WANDERLEI@NEGRESCO.COM.BR,"RUA FERNANDO SIMAS, CONJ  67                  ANDAR 06                  BLOCO SEVENTH AVENUE ED CO",41 30902867,Associação Privada,Ativas
1366000,ASSOCIACAO DE PESCA AMADORA AMIGOS DO LAGO DE ITAIPU ITAIPULANDIA - PR,APAALLI@YAHOO.COM.BR,RUA PRESIDENTE TANCREDO NEVES,45 92009685,Associação Privada,Ativas
1366094,CLUBE DE CACA E TIRO BRASIL FORTE,GILBERTOGARCIA1@HOTMAIL.COM,RODOVIA PR 454 KM 10,44 99802062,Associação Privada,Ativas
1366101,KURYTIBA METROPOLE,CONTATO@KURYTIBAMETROPOLE.ORG,"RUA CEARA, APT   112                 BLOCO TEREZA PASINI ED",41 91186112,Associação Privada,Ativas
1366210,ASSOCIACAO DOS AMIGOS DO HOSPITAL DE CLINICAS DA UNIVERSIDADE FEDERAL DO PARANA,CONTATO@CEDIVIDA.ORG.BR,AVENIDA AGOSTINHO LEAO JUNIOR,41 30911000,Associação Privada,Ativas
1366219,COMUNIDADE EVANGELICA A CASA DE ORACAO SEDE,LOURENCO@JCOLDEBELLA.COM.BR,RUA 7 DE SETEMBRO,11 32975934,Organização Religiosa,Inaptas
1366401,CONSELHO DE IGREJAS E MINISTROS EVANGELICOS DE PONTA GROSSA E CAMPOS GERAIS/PR,ELEIOALVES@HOTMAIL.COM,AVENIDA ROCHA POMBO,42 98242120,Organização Religiosa,Ativas
1366340,"ASSOCIACAO CAMPONESA ANA PRIMAVESI DE PRODUCAO, CAPACITACAO E PESQUISA - ACAP",NEGOTELLES@GMAIL.COM,ACAMPAMENTO ACAMPAMENTO TERRA LIVRE,41 95607946,Associação Privada,Ativas
1366105,ASSOCIACAO DE PRODUTORES RURAIS UNIDOS DE FAZENDA MAZURANA E SANTO ANTONIO,PRODUTORESRURAISMAZURANASTOANTONIO@GMAIL.COM,ESTRADA MUNICIPAL N 226,46 99348313,Associação Privada,Ativas
1366373,CASA DE ACOLHIDA FILHOS PREDILETOS,CASADEACOLHIDA.OCAMINHO@GMAIL.COM,"AVENIDA PROLONGAMENTO AVENIDA RIO GRANDE DO SUL, CASA  SEGUNDO PORTAO",16 37030666,Associação Privada,Ativas
1366446,ASSOCIACAO AGUA E VIDA,KONTAX@OUTLOOK.COM.BR,"ESTRADA PRINCIPAL, COMUNIDADE DE CENTRO NOVO, ASSENTAMENTO MARCOS FR",46 99130584,Associação Privada,Ativas
1367045,ASSOCIACAO UNIAO MARINGA DE TRANSPORTADORES AUTONOMOS,GRUPOUNIAOMARINGA@GMAIL.COM,"AVENIDA KAKOGAWA, SALA  02",44 98320044,Associação Privada,Ativas
1366577,ASSOCIACAO MANTENEDORA DE ANIMAIS RESGATADOS - AMAR,NATALINOFONSECA@HOTMAIL.COM,RUA DAS VIOLETAS JARDIM ELIZAI,45 35221314,Associação Privada,Ativas
1366802,ORGANIZACAO NAO GOVERNAMENTAL PROTETORA DOS ANIMAIS CAO CARAMELO,THAY_BONETTI@HOTMAIL.COM,AVENIDA NICOLAU INACIO,46 99701824,Associação Privada,Ativas
1366984,ASSOCIACAO CULTURAL E BENEFICENTE CONTRA A CARESTIA E O DESEMPREGO,MOVCONTRACARESTIAEDESEMPREGO@GMAIL.COM,VIELA PIONEIRA HERONITA VIEIRA BARBOSA,44 91568450,Associação Privada,Ativas
1366951,ELEMENTOS EMPRESA JUNIOR DE QUIMICA DA UEL,FERNANDABONFIM49@GMAIL.COM,"RODOVIA CELSO GARCIA CID KM 380, SETOR CAMPUS UNIVERSITARIO",11 96830093,Associação Privada,Ativas
1367075,CLUBE DE CACA E TIRO DE FAXINAL,ANDERSONFAGUNDESWERNER@HOTMAIL.COM,ESTRADA BARREIRINHO SITIO BELA VISTA,43 99299538,Associação Privada,Ativas
1367092,ASSOCIACAO VIVIDENSE DE PROTECAO ANIMAL - AVPA,AVPA.FOCINHOVIVIDENSE@GMAIL.COM,RUA DAS ANDORINHAS,46 99230588,Associação Privada,Ativas
1367117,IGREJA ASSEMBLEIA DE DEUS MINISTERIO MISSOES E RESGATE,LUIDI@ENILTEC.COM.BR,"RUA ALBINO GRANDE, CASA  .",41 96854963,Organização Religiosa,Inaptas
1367102,ASSOOCIACAO DE BENEFICIOS DO PLANALTO NORTE - APROEST PLANALTO NORTE PROTECAO VEICULAR,COMPLETAPV@GMAIL.COM,RUA DR. VICENTE MACHADO,48 96279021,Associação Privada,Ativas
1367145,ASSOCIACAO DOS MORADORES E AMIGOS DO COHAPAR III,SERGIODEPAULA.FOZ@HOTMAIL.COM,RUA POMPEU DE TOLEDO,45 99190477,Associação Privada,Ativas
1367104,"ASSOCIACAO DOS MORADORES DO JARDIM RESIDENCIAL SAO ROQUE I,II E III, NITEROI, VITORIA E FLORATA",BETA.CONTABILIDADE@HOTMAIL.COM,RUA CARATINGA,45 99212410,Associação Privada,Ativas
1367177,ASSOCIACAO DE MOTOCICLISTAS MOTOSSERRAS BRASIL,MOTOSSERRASMC@GMAIL.COM,AVENIDA ANTONIO DE PAIVA CANTELMO,46 99100771,Associação Privada,Ativas
1367330,ASSEMBLEIA DE DEUS MINISTERIO BETHEL,BP.CRESPOLINHARES@GMAIL.COM,RUA JOSE TORRES NETO,66 81396083,Organização Religiosa,Ativas
1367420,CARITAS DIOCESANA DE CAMPO MOURAO,CARITASDCM@GMAIL.COM,AVENIDA IRMAOS PEREIRA,44 98194953,Associação Privada,Ativas
1367427,ASSOCIACAO COLINAS TROPICAL,FINANCEIRO@PSRSECURITY.COM.BR,RUA SEBASTIAO CARNEIRO DE QUEIROZ,11 40034612,Associação Privada,Ativas
1367455,BROTHERS MOTO CLUBE,FINANCEIRO@DECORARESTOFADOS.COM.BR,RUA DANCARINO AZEITONA,43 32527005,Associação Privada,Inaptas
1367368,INSTITUTO IPE,INSTITUTOIPECURITIBA@GMAIL.COM,"AVENIDA SETE DE SETEMBRO, CONJ  68                  ANDAR 06                  COND  NAO INFORMADO       BLOCO SEVENTH AVENUE COML",41 99771505,Associação Privada,Ativas
1367422,ASSOCIACAO DE APOIO AS FAMILIAS TERRA SANTA,TERRASANTACENTROTERAPEUTICO@GMAIL.COM,"RODOVIA PR 458, SALA  01                  KM    1.5",44 91155136,Associação Privada,Ativas
1367630,ASSOCIACAO JARDIM DAS GAIVOTAS,INOVECONTABILIDADE2014@HOTMAIL.COM,CHACARA LOTE RURAL,44 98654547,Associação Privada,Ativas
1367733,ASSOCIACAO COMERCIAL E EMPRESARIAL DE FLORESTA - ACIESTA,JMCONTABILIDADE2@YAHOO.COM.BR,"AVENIDA PLINIO ARION PESSOA, SALA  1",44 32361422,Associação Privada,Ativas
1367834,IGREJA DO NAZARENO NO BRASIL DISTRITO CURITIBA,PR.ROBERTOEV2@GMAIL.COM,RUA JOAO ANGELO CORDEIRO,41 35381632,Organização Religiosa,Ativas
1367664,GCAG GRUPO CAMINHONEIROS AMIGOS DE GOIOERE,ZEPOLATOTRANSPORTES@GMAIL.COM,RUA IRERE,44 35223927,Associação Privada,Ativas
1368014,ASSOCIACAO PROTETORA DOS ANIMAIS PODEMOS MAIS XAMBRE - APAP MAIS XAMBRE,LEIA_XAMBRE@HOTMAIL.COM,AVENIDA SUECIA,44 84537125,Associação Privada,Ativas
1368120,ASSOCIACAO ESPORTE CLUBE IGUACU - AECI,PROF.GRILO@HOTMAIL.COM,RUA JOAO LIMIRIO MARTINS DA SILVA,45 91348788,Associação Privada,Ativas
1368265,ASSOCIACAO DE COMPOSSUIDORES DO CONJUNTO HABITACIONAL BACACHERI I,LSTHRF@GMAIL.COM,AVENIDA PREFEITO ERASTO GAERTNER,41 99534640,Associação Privada,Ativas
1367961,"CAMARA DE INDUSTRIA, COMERCIO E INOVACAO BRASIL-UCRANIA-CBU",SERGIO.MACIURA@BRASIL-UCRANIA.COM.BR,"RUA DA PAZ, CONJ  301                 ANDAR 03                  COND  ALLIANCE ED",41 30770488,Associação Privada,Ativas
1368335,ASSOCIACAO D AGUA 03 RIOS - TIJUCAS DO SUL - PARANA,PRISCILA_KAMINSKI@HOTMAIL.COM,ESTRADA PRINCIPAL,41 88348673,Associação Privada,Ativas
1368490,TENDA DE UMBANDA AMIGOS DO AXE - PROJETO AJUDARR,NATHANFERRAZ501@GMAIL.COM,AVENIDA PARANAVAI,44 32592321,Organização Religiosa,Ativas
1368412,TOCA DE ASSIS IRMAOS,FINANCEIRO@FILHOSDAPOBREZA.ORG,RUA IVETTE CARDOZO GASPARIN,41 95152687,Associação Privada,Ativas
1368307,ASSOCIACAO DOAR - IZABEL  ARANTES CAMPOS,ESCRITORIO@ESCRITORIOPRIMAVERA.COM.BR,RUA JOSE ALFREDO DE CARVALHO,43 88110222,Associação Privada,Ativas
1368607,ASSOCIACAO DOS MORADORES DO BAIRRO MATA VERDE,V.KRELING@GMAIL.COM,RUA PEDRO TAFFAREL,45 99642796,Associação Privada,Ativas
1368509,ASSOCIACAO DOS PROFISSIONAIS GEOGRAFOS DA REGIAO DE LONDRINA - AGL,AGLLONDRINA@GMAIL.COM,RUA ALIPIO CORREIA LEITE JUNIOR,43 91512862,Associação Privada,Inaptas
1368524,TENDA DE UMBANDA CABOCLO COBRA CORAL,PROF.JOEY@GMAIL.COM,RUA WASCHINGTON LUIZ PEREIRA DE SOUZA,42 99178617,Organização Religiosa,Ativas
1368606,ASSOCIACAO DE MORADORES DA LAGOA AZUL,BAZZO@BAZZOCONTABILIDADE.COM.BR,ESTRADA LINHA LAGOA AZUL,45 91071833,Associação Privada,Ativas
1368632,COMUNIDADE CRISTA SEMEADORES DA ULTIMA HORA,CONTATO@GARCIACONT.COM.BR,ALAMEDA NABUCO DE ARAUJO,42 98184024,Organização Religiosa,Ativas
1368637,ASSOCIACAO DE ABASTECIMENTO DE AGUA DO PALMAR,SILVETEDASGRACASDASILVA@HOTMAIL.COM,"RODOVIA PR 522 KM 12, SALA  01",42 91297308,Associação Privada,Ativas
1368693,ASSOCIACAO RODEIO TAVORENSE,OSGIGANTES.RODEIOTAVORENSE@HOTMAIL.COM,RUA DAS AZALEIAS,43 99738078,Associação Privada,Ativas
1368781,"IGREJA EVANGELICA PENTECOSTAL REMANESCENTES DA FE, MINISTERIO RESTAURANDO VIDAS",IRMAOSAN@HOTMAIL.COM,RUA CURITIBA,43 99872434,Organização Religiosa,Ativas
1368970,TERREIRO DE UMBANDA NOSSA CASA,DEBORADAMAIA@HOTMAIL.COM,RUA RUA GABRIEL TAVERNA,41 97489613,Organização Religiosa,Ativas
1369007,ASSOCIACAO INDIGENA JHEIKO PORA REKA,NAZANYMARTINS@GMAIL.COM,COMUNIDADE RURAL PIQUERUBI,44 91582730,Associação Privada,Ativas
1369130,INSTITUTO BETEL DE ENSINO E CULTURA,ESCOLA_BETEL@HOTMAIL.COM,"RUA MATO GROSSO, QUADRA84                  LOTE  09",46 35232729,Associação Privada,Ativas
1369313,ASSOCIACAO MUAY THAI DE SANTA LUCIA,NFE2010@HOTMAIL.COM,AVENIDA ORLANDO LUIZ ZAMPRONIO,45 32861026,Associação Privada,Ativas
1369145,ASSOCIACAO AMIGOS DOS ANIMAIS DE RUA,AMARMARILANDIA@GMAIL.COM,"AVENIDA CEREJEIRAS, BRCAO PATIO IBC           CASA  3",43 34281990,Associação Privada,Ativas
1369383,ASSOCIACAO RECREATIVA E BENEFICENTE AZ DE OURO,PENHAFRANCA2@HOTMAIL.COM,RUA DOUTOR ALEXANDRE GUTIERREZ,41 96129683,Associação Privada,Inaptas
1369329,ASSOCIACAO DOS CATADORES DE MATERIAIS RECICLAVEIS LAGOAO,ZAIRDV@GMAIL.COM,"RUA CURITIBA, CONJ  VILA RURAL",46 99186834,Associação Privada,Ativas
1369198,ASSOCIACAO CULTURAL E RECREATIVA ASAS DE PRATA,CONTATO@ECONTCONTABIL.COM.BR,"RUA ALFREDO PINTO, SALA  16 D",41 31465684,Associação Privada,Ativas
1369404,ASSOCIACAO MAXIPAS ESPORTES SOCIAL,MAXIPAS@MAXIPAS.COM.BR,AVENIDA SETE DE SETEMBRO,41 30172222,Associação Privada,Inaptas
1369700,ASSOCIACAO ENCANTO KAME DE SUSTENTABILIDADE,ADENILSON@PLATAFORMACONTABIL.COM.BR,RUA IMACULADA CONCEICAO,41 30294551,Associação Privada,Ativas
1369437,ASSOCIACAO DO GRUPO DE TURISMO RURAL E PRODUCAO ASSOCIADA DE GUARANIACU - PR - GTUR,FISCAL2@ZANIOLOEGERRAS.COM.BR,RUA JOSE HUMBERTO FERNANDES,45 99088315,Associação Privada,Ativas
1369996,ASSOCIACAO DE ABASTECIMENTO DE AGUA DA CABECEIRA DO RIBEIRAO DO TIGRE,INFOTECH.FISCAL@GMAIL.COM,ESTRADA PRINCIPAL,41 96303474,Associação Privada,Ativas
1370196,ASSOCIACAO DE CICLISMO PRINCESINA,DAYAHASS@HOTMAIL.COM,"RUA PRUDENTE DE MORAIS, SALA  01",42 32203651,Associação Privada,Inaptas
1369708,COMUNIDADE REDENCAO CASA DO PAI,ANDRETEWS@HOTMAIL.COM,"RUA RUA DUQUE DE CAXIAS, LOTE  12                  QUADRA99",46 99220508,Organização Religiosa,Ativas
1369886,ASSOCIACAO DOS APICULTORES DE BARBOSA FERRAZ - APROMELBF,GAMBAROCONTABILIDADE@GMAIL.COM,RUA RIO GRANDE DO SUL,44 88184385,Associação Privada,Ativas
1369895,COMUNIDADE E CASA DEUS PAI,LUIS.RETTIG@ANFIP.ORG.BR,SITIO POVOADO DE AREIA PRETA,42 32241140,Associação Privada,Ativas
1370340,IGREJA ASSEMBLEIA LEAO DA TRIBO DE JUDA,LB5273312@GMAIL.COM,RUA YUKIMASSA NAKANO,43 98213016,Organização Religiosa,Ativas
1370471,ASSOCIACAO PARA CONSTRUCAO DO EDIFICIO LE BLANC CAMBE,DOMBOSCOESCRITORIO@HOTMAIL.COM,"RUA ESPANHA, SALA  405",43 32542244,Associação Privada,Ativas
1370583,INSTITUTO HOUSE LABS,HOUSE.LABS@HOUSECHURCH.COM.BR,RODOVIA CURITIBA PONTA GROSSA BR-277,41 98491862,Associação Privada,Ativas
1370551,ASSOCIACAO DE MORADORES E AGRICULTORES DA VILA RURAL NOVO HORIZONTE DO MUNICIPIO DE SANTA AMELIA - ESTADO DO PARANA (AMAVILA),ESCRITORIOMALAGHINI@GMAIL.COM,"RUA PROJETADA, QUADRA02                  LOTE  15                        VILA RURAL                NOVO HORIZONTE",43 84317147,Associação Privada,Ativas
1370550,ONG JOVENS ADORADORES,FIEB.ADM2021@GMAIL.COM,RUA COLOMBO,41 95201971,Associação Privada,Ativas
1370541,IGREJA PENTECOSTAL SEMEANDO A PALAVRA DE JESUS CRISTO,VIGANOCONTABIL@TERRA.COM.BR,RUA SAO LUIZ,45 32551187,Organização Religiosa,Ativas
1370612,IGREJA MUNDIAL DA FE FONTE DE AGUA VIVA,IMF.FONTEDEAGUAVIVA@GMAIL.COM,"RUA JOSE SEMMER, SALA  3",43 99091801,Organização Religiosa,Inaptas
1370754,EMFAC EMPRESA JUNIOR MULTIDISCIPLINAR,EMFACEMPRESAJUNIOR@GMAIL.COM,"RODOVIA PR-082, KM 468, LOTE  45/46               SALA  01",44 91378581,Associação Privada,Inaptas
1370775,LOJA MACONICA COLORADO N 4361,C4361@GOB-PR.ORG.BR,AVENIDA PARIGOT DE SOUZA,44 99645213,Associação Privada,Ativas
1371144,ASSOCIACAO DOS AGRICULTORES LEOPOLDO BATISTI,SCOTTICONTABILIDADE@GMAIL.COM,ESTRADA LINHA ALTO BELA VISTA,46 35451218,Associação Privada,Ativas
1371405,PRS INTERMED -CLUBE DE SERVICOS,RODRIGOPREIS@HOTMAIL.COM,RUA ALOYSIO IGNACIO WERLANG,41 96354304,Associação Privada,Ativas
1370911,ASSOCIACAO DOS AGRICULTORES SAO BRAS - NOVA PRATA DO IGUACU - PR,CONCEITOCONTABILIDADE02@HOTMAIL.COM,COMUNIDADE LINHA CANGUCU,46 99375494,Associação Privada,Ativas
1370820,FUNDACAO CLUB ATHLETICO PARANAENSE,MARIA.SOARES@VLMA.COM.BR,ESTRADA DO GANCHINHO- LD,41 31534010,Fundação Privada,Ativas
1371235,INSTITUTO SOCIAL ESPIRITA LEON DENIS,ISELDCOLOMBO@GMAIL.COM,RUA JOAO ESPERANCETA,41 84362894,Organização Religiosa,Ativas
