id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
672317,ASSOCIACAO PARANAENSE DE EMPRESAS DE TRATAMENTO DE SUPERFICIE,contfiscal@onda.com.br,RUA ALMIRANTE TAMANDARE 1133,4130184277,Associação Privada,Não informado
672313,IGREJA PRESBITERIANA INDEPENDENTE LIBERDADE,fabricioommoraes@hotmail.com,RUA FREI CANECA,044 2623444,Associação Privada,ATIVA
672323,FRATERNIDADE DE ALIANCA TOCA DE ASSIS,CONTABILIDADECENTRAL@TOCADEASSIS.ORG.BR,RUA SAGITARIO,19 38867086,Associação Privada,Não informado
672319,ASSOCIACAO ESPORTIVA E RECREATIVA CLUBE DOS VINTE,arnholdafonso@hotmail.com,RUA 1 DE JANEIRO,4403649615,Associação Privada,ATIVA
672315,ASSOCIACAO DOS PORTADORES DE DOENCA ESPECIAL-APDE,mercuriorh3@outlook.com,AVENIDA LAZARO VIEIRA,4403423119,Associação Privada,ATIVA
672324,FRATERNIDADE DE ALIANCA TOCA DE ASSIS,ECONOMOCURITIBA@FPSS.ORG.BR,RUA ROBERTO SIMONSEN,41 30783427,Associação Privada,Não informado
672320,ITAQUI ASSOCIACAO DE AMIGOS E EMPRESARIOS,contabilex@contabilex.com.br,RUA XV DE NOVEMBRO,41 33993924,Associação Privada,ATIVA
672326,CASA DE RECUPERACAO AGUA DA VIDA CRAVI,via@viacontabil.com,"RUA PORTO ALEGRE, LOTE  NUMERO 04           QUADRA07",41 32227770,Associação Privada,ATIVA
672321,ASSOCIACAO LOS COMPADRES,lessi@lessi.com.br,RUA PARANAENSE,046 2321459,Associação Privada,ATIVA
672327,PARANAVAI ATLETICO CLUBE - PAC,EMPRESAFACIL10@GMAIL.COM,RUA MANOEL RIBAS,44 30452863,Associação Privada,ATIVA
672309,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CONTENDA,contenda@apae.org.br,RUA LEONOR PACHECO,41 36251990,Associação Privada,ATIVA
672334,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",claudete@utfpr.edu.br,VIA ROSALINA MARIA DOS SANTOS,44 35181509,Fundação Privada,ATIVA
672333,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",CEFETCP@SERCOMTEL.COM.BR,AVENIDA ALBERTO CARAZZAI,043 5241545,Fundação Privada,ATIVA
672336,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",ANDERSONROSA@UTFPR.EDU.BR,"AVENIDA DOS PIONEIROS, BLOCO: UTFPR;",41 33104810,Fundação Privada,ATIVA
672337,ASSOCIACAO PSICANALITICA DE CURITIBA,CONTATO@APCCURITIBA.COM.BR,"AVENIDA SETE DE SETEMBRO, CONJ  1806                ANDAR 17                  COND  BUSINESS OFFICES ED",41 33431312,Associação Privada,ATIVA
672329,ASSOCIACAO CONDOMINIO DA CIDADANIA ACONCI,contadservicos@gmail.com,RUA ANNE FRANK,41 32766263,Associação Privada,ATIVA
672339,ASSOCIACAO FILANTROPICA DEZ DE JUNHO,SERGIOFOZ1969@GMAIL.COM,RUA GLAUBER ROCHA,45 30285235,Associação Privada,ATIVA
672316,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA CANTUPARANA,APAENOVACANTU@HOTMAIL.COM,RUA SANTA CATARINA,44 35271017,Associação Privada,ATIVA
672340,PAROQUIA CRISTO REI DE IVAI - PARANA,civai@uol.com.br,RUA RUI BARBOSA,042 2471218,Organização Religiosa,ATIVA
672343,ASSOCIACAO PORTAL DA LUZ,rh@eurocontabil.com.br,RUA MOSSORO 140,0433233308,Associação Privada,Não informado
672338,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DE MUNHOZ DE MELLO,agdacontabilidade@hotmail.com,RUA 25 DE AGOSTO,44 32581781,Associação Privada,ATIVA
672331,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",CEFET-GADIR@MDN.COMPUTEC.COM.BR,AVENIDA BRASIL,045 2642880,Fundação Privada,ATIVA
672322,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE KALORE,APAEKALORE@YAHOO.COM.BR,"RUA ANGELO IMPOSSETTO, TERREO",43 34531500,Associação Privada,ATIVA
672318,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SULINA APAE,APAE_SULINA@HOTMAIL.COM,RUA TUPINANBA,46 32441570,Associação Privada,ATIVA
672345,ASSOCIACAO CULTURAL NOSSA SENHORA DE FATIMA,renato.kurosaka@acnsf.com.br,"AVENIDA GENERAL CARLOS CAVALCANTI,",011 2981458,Organização Religiosa,ATIVA
672346,COLONIA DE PESCADORES PROFISSIONAIS Z-11 DE SAO MIGUEL DO IGUACU,rh.zanette@innet.com.br,AVENIDA PRINCIPAL,45 35651528,Associação Privada,ATIVA
672344,ASSOCIACAO DOS MORADORES URBANOS DE QUEDAS DO IGUACU,RGUILSON@GMAIL.COM,"RUA LARANJEIRAS, ANDAR 1                   SALA  3",46 99047106,Associação Privada,ATIVA
672335,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",funtefadm-ct@utfpr.edu.br,RODOVIA PR 469   KM 01,046 2252511,Fundação Privada,ATIVA
672351,SPAM - SOCIEDADE PROTETORA DOS ANIMAIS DE MARINGA,ESCSOMMA@HOTMAIL.COM,"RUA UMUARAMA, CASA  .",44 91451431,Associação Privada,ATIVA
672352,SPAM - SOCIEDADE PROTETORA DOS ANIMAIS DE MARINGA,escsomma@hotmail.com,"RUA SAO PAULO, QUADRA10",44 99441431,Associação Privada,ATIVA
672348,GRUPO ESCOTEIRO SAO JUDAS TADEU,sacfranca@sacfranca.com.br,RUA DR. ALUIZIO FRANCA,4103015262,Associação Privada,ATIVA
672349,INSTITUTO SAO JOSE,INSTITUTOSAOJOSEPEABIRU@HOTMAIL.COM,AVENIDA RAPOSO TAVARES,44 35312263,Associação Privada,ATIVA
672353,ASSOCIACAO NORTE PARANAENSE DE HORTICULTORES,apronor@sercomtel.com.br,"RODOVIA MELO PEIXOTO, KM 143",4303326743,Associação Privada,INAPTA
672332,"FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA",pg@cg.cepro.cefetpr.br,"AVENIDA MONTEIRO LOBATO, KM 04",042 2251130,Fundação Privada,ATIVA
672350,ASS.DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RESERVA DO IGUACU,APAERESERVA10@YAHOO.COM.BR,RUA JOAO JOSE RIBEIRO,42 36751377,Associação Privada,ATIVA
672355,ASSOCIACAO REPRESENTATIVA DOS USUARIOS DA CEASA DE LONDRINA - ARUCEL,contabilidadesuzuki@hotmail.com,"RODOVIA MELLO PEIXOTO  KM 143, CEASA",043 3254713,Associação Privada,ATIVA
672356,ASSOCIACAO COMERCIAL E EMPRESARIAL DE SAO SEBASTIAO DA AMOREIRA,selogon1@gmail.com,RUA PAPA JOAO XXIII,4303265225,Associação Privada,ATIVA
672354,INSTITUICAO COMUNITARIA DE CREDITO DE LONDRINA CASA DO EMPREENDEDOR,ICCLON@SERCOMTEL.COM.BR,"RUA MATO GROSSO, LOJA 02",4303324442,Associação Privada,ATIVA
672299,ASSOCIACAO MARINGA APOIANDO A RECUPERACAO DE VIDAS-MAREV,MAREV@MAREV.COM.BR,AVENIDA GUAIAPO,44 30262300,Associação Privada,ATIVA
672358,ASSOCIACAO ASSISTENCIAL SAO MARCOS,arianecontadora@hotmail.com,"RUA NAALIEL, JD. SANTA MONICA",4203225316,Associação Privada,ATIVA
672325,CASA DE RECUPERACAO AGUA DA VIDA CRAVI,ely@cravi.org.br,RUA ANTONIO STOCHERO,4103357267,Associação Privada,ATIVA
672360,NUCLEO SOCIAL SANTO ANTONIO DE GUARANIACU,LARDOSIDOSOSDEGCU@HOTMAIL.COM,"DISTRITO INDUSTRIAL E RESIDENCIAL BENTO GONCALVES, RUA C",45 99545683,Associação Privada,ATIVA
672359,ASSOCIACAO CASA FAMILIAR RURAL,exata_2005@brturbo.com.br,"RODOVIA JOSE ADAMOVICZ, PR 239 KM-03, SALA",4203276171,Associação Privada,INAPTA
672363,INSTITUTO PROJETO GENTE,PROJETOGENTE1@GMAIL.COM,RUA JACARANDA,46 35323383,Associação Privada,ATIVA
672364,ASSOCIACAO DOS FUNCIONARIOS DA LONDRISUL - AFULON,marmorarialondrina@hotmail.com,RUA BELGICA,4303031171,Associação Privada,ATIVA
672365,IGREJA PRESBITERIANA DO CAMPO COMPRIDO,BBS@BBSCONTABILIDADE.COM.BR,"RUA DOMINGOS COLATUSSO, CONJ  ATENAS I",41 35278633,Organização Religiosa,ATIVA
672373,MARINGA GOLF CLUBE,secretaria@maringagolfclub.com.br,"RODOVIA PR-317, KM 81",44 32621018,Associação Privada,ATIVA
672378,PROVOPAR MUNICIPAL DE PALOTINA,sihgris@hotmail.com,AVENIDA PRESIDENTE KENNEDY,044 6495288,Associação Privada,INAPTA
672379,ASSOCIACAO CASA BETEL DE CIANORTE,CASABETELCIANORTE@HOTMAIL.COM,RUA ARAUCARIA,44 36296421,Associação Privada,ATIVA
672372,ONG ASMOZI,certidao@colacocontadores.com.br,NA VERONICA TRUBEK MORO,041 2851993,Associação Privada,ATIVA
672376,ABRIGO LAR DA INFANCIA DE JACAREZINHO-ABRINJA,kanayacontabilidade@hotmail.com,RUA DOIS DE ABRIL,43 5251454,Associação Privada,ATIVA
672375,SERVICO SOCIAL DA HABITACAO DO PARANA - SECOVIMED,ASSADM@SECOVIMED-PR.COM.BR,RUA DR. PEDROSA,41 32241655,Associação Privada,ATIVA
672377,ASSOCIACAO PARA A VIDA E SOLIDARIEDADE,CONTATO@CONNECTCONTABIL.COM.BR,"AVENIDA CANDIDO DE ABREU, CONJ  112                 ANDAR 01                  COND  CENTRO CMR CANDIDO DBLOCO CENTRO CMR CANDIDO D",41 32333900,Associação Privada,ATIVA
672383,ASSOCIACAO DA PASTORAL DA SAUDE A.P.S.,costa.contabilidade@hotmail.com,"PRAÇA VISCONDE DE NACAR, SALA",42 35231920,Associação Privada,Não informado
672374,FUNDACAO SUDOESTINA DE COMBATE AO CANCER,FUN.SUD.COMBATEAOCANCER@GMAIL.COM,"RUA PARANA, ANDAR 2",46 30257550,Fundação Privada,ATIVA
672369,ASSOCIACAO DOS PRODUTORES DE CAFE DE CARLOPOLIS,geral@jusselete.com.br,RUA BENEDITO SALLES,4303566248,Associação Privada,ATIVA
672366,IGREJA BATISTA CARISMATICA JESUS CRISTO LIBERTADOR,NA,"PRACA TIRADENTES, LOJA  19",41 33222184,Associação Privada,ATIVA
672341,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE QUITANDI NHA,QUITANDINHA@APAEPR.ORG.BR,RUA EXPEDICIONARIO,41 36231164,Associação Privada,ATIVA
672384,IGREJA BATISTA BETEL JARDIM MORUMBI,eliseugarcia@onda.com.br,RUA DA ESPERANCA,4303154344,Associação Privada,ATIVA
672367,TEMPLO DA COMUNIDADE EVANGELICA,TEMPLOCOMUNIDADEEVANGELICA@HOTMAIL.COM,RUA AUGUSTO DIAS PAREDES,41 30538306,Associação Privada,ATIVA
672342,ASSOCIACAO BATISTA DE ACAO SOCIAL,solange.rh@pibcuritiba.org.br,RUA BENTO VIANA,41 33424347,Associação Privada,ATIVA
672381,LAR INFANTIL SOL AMIGO,ORTIZ@GOLDCELL.COM.BR,RUA JOAO OBRZUT,41 99128155,Associação Privada,ATIVA
672380,ASSOCIACAO COMUNITARIA DO ATERRADO ALTO - ACATER,nerysantos10@hotmail.com,NA LOC ATERRADO ALTO KM 12,4403575135,Associação Privada,ATIVA
672368,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ENEAS MARQUES,ENEASMARQUES@APAEPR.ORG.BR,RUA 11 DE SETEMBRO,46 35441155,Associação Privada,ATIVA
672386,IGREJA PREBITERIANA DE CARAMBEI,ipbcbei@hotmail.com,RUA OURO PRETO,4203231116,Associação Privada,ATIVA
672370,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MALLET - APAE,APAEMALLET@GMAIL.COM,RUA ANDRE BEREZUK,42 35421642,Associação Privada,ATIVA
672387,INSTITUTO EDUCACIONAL EVEREST,ATBRA70@LCRED.ORG,RUA JOSE CAROLLO,11 37591200,Associação Privada,ATIVA
672382,FUNDACAO EDUCERE DE CAMPO MOURAO,FUNDACAO@EDUCERE.ORG.BR,RUA SAO JOSE,44 35253104,Fundação Privada,ATIVA
672385,ASSOCIACAO DA CASA FAMILIAR RURAL DE NOVA LARANJEIRAS,inova.contabilidade@yahoo.com.br,ESTRADA MUNICIPAL LINHA SARANDI,42 88160272,Associação Privada,ATIVA
672357,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DOURADINA,APAEDOURADINA2011@HOTMAIL.COM,"RUA EDUARDO REIS, TERREO",44 36631263,Associação Privada,ATIVA
672388,CONSELHO DA COMUNIDADE DA COMARCA DE MARECHAL CANDIDO RONDON,marschallcontabilidade@hotmail.com,"RUA PARAIBA, SALA  3",45 91119701,Associação Privada,ATIVA
672371,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FENIX,jaraujocosta@hotmail.com,RUA PEDRO LIVON,44 32721251,Associação Privada,ATIVA
672389,RECANTO DA TERCEIRA IDADE SAO CARLOS,pri.jasper@hotmail.com,RUA QUINTINO BOCAIUVA,4403438165,Associação Privada,ATIVA
672391,ASSOCIACAO DOS MORADORES DO RESORT,RESORTPRESIDENCIA@HOTMAIL.COM,RUA JACOB VALENGA,41 84082090,Associação Privada,ATIVA
672406,ACAUEM - ASSOCIACAO DAS CRIANCAS ALEGRES UNIDAS NA ESPERANCA COM MARIA,pacto@pactoconsultoria.com.br,RUA FREI RAFAEL PRONER,4303542474,Associação Privada,ATIVA
672412,ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DE IVAIPORA,CHODOLAK@MATRIX.COM.BR,RUA SANTA CATARINA,43 34721354,Associação Privada,ATIVA
672395,MINISTERIO IGREJA EM CELULAS,HARRY@CELULAS.COM.BR,RUA JOAQUIM DE FREITAS,41 32768655,Associação Privada,INAPTA
672397,ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL ASBAC CURITIBA,asbaccuritiba@onda.com.br,AVENIDA CANDIDO DE ABREU,41 32813093,Associação Privada,ATIVA
672408,SINODO PARANAPANEMA,atscontabilidade01@gmail.com,ESTRADA ZAUNA,44 32642186,Associação Privada,SUSPENSA
672390,COLEGIO CRISTO REI,elisabete@sigha.com.br,RUA SAO PAULO,45 32541898,Associação Privada,ATIVA
672398,ASSOCIACAO PARANAENSE DE PATOLOGIA,faturamento@patologia.org.br,"AVENIDA CANDIDO DE ABREU, CONJUNTO 206",041 2544978,Associação Privada,ATIVA
672396,SINODO RIO PARANA,claiton@padraocontabilidade.com,RUA INDEPENDENCIA,45 30554141,Organização Religiosa,ATIVA
672393,ASGESE-ASSOCIACAO GERAL DE SERVIDORES,patricia_asgese@hotmail.com,"RUA XV DE NOVEMBRO, ANDAR 2                   SALA  206",41 32236798,Associação Privada,ATIVA
672405,ASSOCIACAO DA CASA FAMILIAR RURAL DE RIO BONITO DO IGUACU,kontax@rbinet.com.br,NA BR 158 KM 16,4203653159,Associação Privada,INAPTA
672401,ASSOCIACAO CASAS DO SERVO SOFREDOR,mercuriofiscal2011@hotmail.com,RUA HEIHACHIRO NIEKAWA,44 34281201,Associação Privada,ATIVA
672394,AEROCLUBE REGIONAL DE MARINGA,FINANCEIROAEROCLUBEMGA@GMAIL.COM,"AVENIDA VLADIMIR BABKOV,DOUTOR, ANEXO HANGAR 46",44 32667931,Associação Privada,ATIVA
672403,PRIMEIRA IGREJA BATISTA DE PALMEIRA,bigcontabilidade@ibest.com.br,RUA VICENTE MACHADO,4203252233,Associação Privada,ATIVA
672411,COMISSAO PASTORAL DA TERRA,contabilidade@cptnacional.org.br,"RUA PAULA GOMES, 1 ANDAR",4103224743,Associação Privada,ATIVA
672407,SINODO PARANAPANEMA,SINODO@SINODOPARANAPANEMA.COM.BR,"RUA CORONEL TEMISTOCLES DE SOUZA BASIL, CASA",41 32575571,Associação Privada,ATIVA
672362,FUNDACAO ASSIS GURGACZ,valdirf@fag.edu.br,"AVENIDA DAS TORRES, TERREO",45 33213981,Fundação Privada,ATIVA
672414,ASSOCIACAO CULTURAL E ECOLOGICA VALE DO SOL,VALEDOSOLFM@HOTMAIL.COM,"RUA SEGISMUNDO GRADOWSKI, SN, LOTE: 8; QUADRA: 53;",43 34762080,Associação Privada,ATIVA
672402,ASSOCIACAO CASAS DO SERVO SOFREDOR,contabil2@escmercurio.com.br,FAZENDA NOSSA SENHORA DO CARMO,44 34231198,Associação Privada,ATIVA
672415,ASSOCIACAO MANTENEDORA SANTA TEREZINHA,CEISANTATEREZINHAPVAI@HOTMAIL.COM,AVENIDA HUBERTO BRUNING,044 4235529,Associação Privada,ATIVA
672418,ASSOCIACAO DOS ENGENHEIROS AGRONOMOS DE TOLEDO,sperotto@sperotto.com.br,RUA JURANDIR DAL'PRA,045 2524821,Associação Privada,ATIVA
672419,ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO CULTURAL E ARTISTICO DE IBIPORA,organizacaodomano@hotmail.com,"RUA OSVALDO CRUZ, FUNDOS",43 32681212,Associação Privada,ATIVA
672410,FEDERACAO PARANAENSE DE CANOAGEM,FEPACAN@HOTMAIL.COM,"AVENIDA PEDRO BASSO, SALA  02-04 E 05",45 30272052,Associação Privada,ATIVA
672416,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SALGADO FILHO,zanin@wln.com.br,AVENIDA PRESIDENTE DUTRA,46 35641020,Associação Privada,ATIVA
672413,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CRUZEIRO DO IGUACU,apaecruzeiro@wln.com.br,RUA PARANA,46 35721175,Associação Privada,ATIVA
672420,ASSOCIACAO MONTE SIAO,BCJCONTABIL@HOTMAIL.COM,RUA JOAO EUGENIO,41 34232381,Associação Privada,ATIVA
672421,PROVOPAR JABOTIENSE,dely.edy@hotmail.com,RUA SETE SETEMRO,43 36221360,Associação Privada,ATIVA
672425,ASSOCIACAO CULTURAL E ECOLOGICA DE PLANALTO - ACEP,cezar.rhtovo@rline.com.br,AVENIDA RIO GRANDE DO SUL,046 5551331,Associação Privada,ATIVA
672423,IGREJA MUNDIAL DO PODER DE DEUS,CONTABILIDADE@IMPD.ORG.BR,RUA BELO HORIZONTE,11 35773815,Organização Religiosa,ATIVA
672424,ASSOCIACAO DE MORADORES DE CAI DE CIMA E MATO BRANCO,joaoaltamir@hotmail.com,NA ETR DE CAI DE CIMA,4103623111,Associação Privada,ATIVA
672422,CENTRO DE TRADICAO GAUCHA ESTEIO DA TRADICAO DE VITORINO,contabilidade.vitorino1@hotmail.com,AVENIDA BRASIL ARGENTINA,4603227134,Associação Privada,ATIVA
672426,ASSOCIACAO COMUNITARIA SAO MATEUS,machado.contabilidade@hotmail.com,RUA OZY MENDONCA DE LIMA,4203532256,Associação Privada,ATIVA
672430,ASSOCIACAO DOS SERVIDORES DA JUSTICA FEDERAL NO PARANA - ASSERJUSPAR,ASSERJUSPAR@GMAIL.COM,"AVENIDA ANITA GARIBALDI, LOJA  02                  ANDAR TR                  BLOCO TREVISO ED",41 30764020,Associação Privada,ATIVA
672434,IGREJA PRESBITERIANA MAANAIM,dinamica-sc@brturbo.com.br,RUA SANTO JACOMINE,043 4219330,Associação Privada,ATIVA
672435,COMUNIDADE CRISTA SALEM,contato@rbcontabilidade.net.br,AVENIDA GOIAS,43 35383115,Associação Privada,ATIVA
672429,FUNDACAO ESCOLA DO MINISTERIO PUBLICO DO ESTADO DO PARANA,WWW.FEMPARPR.ORG.BR,"RUA XV DE NOVEMBRO, 5 ANDAR",41 32220006,Fundação Privada,ATIVA
672439,PRIMEIRA IGREJA BATISTA DE MATINHOS,volarecontabilidade@hotmail.com,RUA CINIRA DA SILVA MESQUITA,4109943275,Associação Privada,ATIVA
672431,ASSOCIACAO RADIO COMUNITARIA ITAIPULANDIA,SINUELO_FM@HOTMAIL.COM,RUA FLORESTA,45 35591299,Associação Privada,ATIVA
672432,CLUBE DOS AMIGOS,ESCRITORIOCONTABILVALTAM@GMAIL.COM,"RUA PIAPARA, CONDOMINIO ITAPUA",44 32751540,Associação Privada,ATIVA
672361,CENTRO DE DESENVOLVIMENTO SUSTENTAVEL E CAPACITACAO EM AGROECOLOGIA-CEAGRO,CONTVIR_MANO@OUTLOOK.COM,RUA CORONEL GUILHERME DE PAULA,42 98587876,Associação Privada,ATIVA
672433,INSTITUTO MAIS ESPORTE,ACAO@ACAOVOLUNTARIA.ORG.BR,RUA UBALDINO DO AMARAL,41 33228076,Associação Privada,ATIVA
672437,ASSOCIACAO DA RADIO COMUNITARIA DE SERTANOPOLIS,tiago@escritoriobr.com.br,AVENIDA SEIS DE JUNHO,43 32321123,Associação Privada,ATIVA
672438,ASSOCIACAO PARANAENSE DE ESCRITORIOS DE ARQUITETURA - ASPEA,ASBEA@ASBEA-PR.ORG.BR,RUA BUENOS AIRES,41 99373030,Associação Privada,ATIVA
672440,ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE LUIZIANA - ASSEMIL,REINALDOTRIB1@GMAIL.COM,RUA MIGUEL VIEIRA FERREIRA,44 99098143,Associação Privada,ATIVA
672417,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE - DE MARILENA,escritoriocontabilparana@gmail.com,"RUA SANTA TEREZINHA, SEDE",4403448117,Associação Privada,ATIVA
672441,ASSOCIACAO RECANTO DO SALTO,recantodosalto@sercomtel.com.br,RUA ALCIDES TURINI,43 33760302,Associação Privada,ATIVA
672442,"ASS.COMUNITARIA DE COMUNICACAO,CULTURA E DESENVOLVIMENTO",vapcontabilidade@hotmail.com,RUA CANDIDO RAMALHO,4203651138,Associação Privada,ATIVA
672443,ASSOCIACAO RADIO TAXI ARAUCARIA,radiotaxi@radiotaxiaraucaria.com.br,RUA PEDRO GAWLAK,041 6422323,Associação Privada,ATIVA
672446,ABRIGO INSTITUCIONAL VANIA TERESINHA KNOLL POMINI,CASALARFAXINAL@HOTMAIL.COM,RUA JOSE MARTINS VIEIRA,43 98055844,Associação Privada,ATIVA
672447,ASSOCIACAO DOS SERVIDORES PUBLICOS MUNICIPAIS DE CAFEZAL SO SUL,gilbarbosa69@hotmail.com,AVENIDA ITALO ORCELLI,4403655802,Associação Privada,ATIVA
672428,ASSOCIACAO PARANAENSE DOS JUIZES FEDERAIS DO PARANA -APAJUFE,adriana@apajufe.com.br,RUA EURIPEDES GARCEZ DO NASCIMENTO,041 2332361,Associação Privada,ATIVA
672399,ASSOCIACAO CASAS DO SERVO SOFREDOR,rh2@escmercurio.com.br,"RUA LA SALLE, TERREO",041 2762765,Associação Privada,ATIVA
672450,PONTA DO POCO MARINA CLUBE,P.CLUBE@UOL.COM.BR,RUA JOAO VICENTE ELIAS,41 34551450,Associação Privada,ATIVA
672436,APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SABAUDIA,escritorio.novaera@hotmail.com,RUA GERALDO CAETANO DA SILVA,44 32511126,Associação Privada,ATIVA
672449,ASSOCIACAO EDUCACIONAL E BENEFICIENTE RESSURREICAO,evigilante@uol.com.br,"RUA ALBERTO DIEDRICHS, SALA",042 4361135,Associação Privada,ATIVA
672451,CENTRO DE ENSINO SUPERIOR DE REALEZA ( CESREAL ),recursoshumanos@reges.com.br,RODOVIA PR 281 SAIDA P/ STA.IZABEL DO OESTE,4603543444,Associação Privada,ATIVA
672455,SOCIEDADE VALE DO ARVOREDO,BETA.PARALEGAL@GMAIL.COM,RUA TEREZA KUHN HERINGER,43 33267860,Associação Privada,ATIVA
672445,C. T. R. COMUNIDADE TERAPEUTICA REDENCAO,COMUNIDADETERAPEUTICAREDENCAO@HOTMAIL.COM,RUA ANGELIN,44 35230325,Associação Privada,Não informado
672453,ASSOCIACAO DAS ENTIDADES USUARIAS DE CANAL COMUNITARIO EM CURITIBA E REGIAO METROPOLITANA,ELIANERAMOS@CWBTV.NET,RUA DESEMBARGADOR VIEIRA CAVALCANTI,41 33363537,Associação Privada,ATIVA
672454,CONSELHO DA COMUNIDADE DA COMARCA DE GUARATUBA- ESTADO DO PARANA,vagner@conthabilguaratuba.com.br,"RUA JOSE NICOLAU ABAGGE, COHAPAR",4103472146,Associação Privada,ATIVA
672456,ASSOCIACAO DOS MORADORES DO CONDOMINIO MORADA DA SERRA,golascaproni@terra.com.br,RUA EMMI WOLF,41 32331331,Associação Privada,ATIVA
672458,ASSOCIACAO COMUNITARIA DE COMUNICACAO E CULTURA DE FLORESTOPOLIS,robson-porecatu@bol.com.br,RUA EZEQUIAS BRAZ DA SILVA,043,Associação Privada,ATIVA
672463,SOCIEDADE BENEFICENTE MENINO DEUS,CONTABIL1@ELLITTECON.COM.BR,"RUA HERMENEGILDO MARQUEZINI, SALA 31",43 37716300,Associação Privada,ATIVA
672460,OLINDA ESPORTE CLUBE,biemebrasil@ibest.com.br,RUA DOS OPERARIOS,4203028293,Associação Privada,ATIVA
672464,EDUCARE EDUCACAO TRABALHO E CIDADANIA,educare@educare.org.br,"AVENIDA SILVA JARDIM, SOBRELOJA",4103224369,Associação Privada,ATIVA
672457,ASSOCIACAO RADIO COMUNITARIA DE MARECHAL CANDIDO RONDON - RADIOMAR,alianca@assistencialalianca.com.br,AVENIDA RIO GRANDE DO SUL,045 2541163,Associação Privada,ATIVA
672459,CASA LAR - MENINO JESUS,CASALARMJ@HOTMAIL.COM,RUA NAIR BUENO MAGALHAES,43 35465856,Associação Privada,ATIVA
672448,INSTITUTO CURITIBA DE INFORMATICA,JULMOREIRA@CIDADESINTELIGENTES.ORG.BR,RUA SAO PEDRO,41 30746200,Associação Privada,ATIVA
672466,INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO E DA CIDADANIA,ARGEMIRO.KARLING@FAINSEP.EDU.BR,AVENIDA CERRO AZUL 1411,4432251197,Associação Privada,Não informado
672470,ASSOCIACAO RECREACIONAL DE CAMBARA,itamarferreira@brturbo.com.br,RODOVIA LAURINDO FRANCISCO,43 35328100,Associação Privada,ATIVA
672468,ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO CULTURAL E ARTISTICO DE QUITANDINHA,pradocontabilidade@uol.com.br,RUA PADRE FRANCISCO,41 36231281,Associação Privada,ATIVA
672471,ASSOCIACOES DOS AGRICULTORES DE TUPASSI - AGRITU,antares-rh@hotmail.com,"PRACA COSTA E SILVA, SALA EMATER",44 99985429,Associação Privada,ATIVA
672469,CASA DE APOIO ABIBE ISFER,contato@casaabibeisfer.org.br,RUA REINALDO RICHTER,41 32449952,Associação Privada,ATIVA
672472,IGREJA BATISTA NOVA VIDA,pessoal@apncontabil.com.br,RUA DIOGO MUGIATTI,41 30147415,Organização Religiosa,ATIVA
